id;nda;Promotoria de Justiça;Comarca;Endereço;Sala;e-mail;Telefones;Celular;Situação;Titular;Motivo Afastamento Titular DG;Responsável Atual;Entrância;Atribuições;Resolução;url_resolucao;Coord_PJs
206;.;3ª PROMOTORIA DE JUSTIÇA DE INHUMAS;INHUMAS;;;;;;PROVIDA;Mario Henrique Cardoso Caixeta;;;INTERMEDIÁRIA;Matéria Criminal e matéria Cível perante a 2ª Vara Judicial, Fazendas Públicas, Fundações, Cidadão e Idoso.;;;
207;.;1ª PROMOTORIA DE JUSTIÇA DE IPAMERI;IPAMERI;;;;;;PROVIDA;Leandro Franck de Oliveira Ávila;;;INTERMEDIÁRIA;"Atuação junto à 1ª Vara (Cível, Criminal e da Infância e Juventude), exceto execução penal, e defesa da infância e juventude, incluindo os trabalhos de visita e fiscalização em unidades de cumprimento de medidas socioeducativas de internação e de semiliberdade de adolescentes infratores;";;;
208;.;2ª PROMOTORIA DE JUSTIÇA DE IPAMERI;IPAMERI;;;;;;PROVIDA;Simone Sócrates de Bastos;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara (Cível, Criminal, das Fazendas Públicas, de Registros Públicos e Ambiental), com exceção dos feitos ambientais e crimes dolosos contra a vida, defesa do consumidor e do cidadão; controle externo da atividade policial, incluindo as visitas e inspeções às delegacias de polícia e às unidades da Polícia Militar;";;;
209;.;3ª PROMOTORIA DE JUSTIÇA DE IPAMERI;IPAMERI;;;;;;PROVIDA;Márcia Ferreira Gomes;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal, na defesa do meio ambiente e do patrimônio público; oficiamento em todos inquéritos policiais e processos referentes aos crimes dolosos contra a vida, incluindo as sessões do Tribunal do Júri, execução penal, abarcando as inspeções mensais e anuais a estabelecimentos prisionais; e fiscalização das fundações.";;;Coordenadora das PJs de Ipameri
210;.;1ª PROMOTORIA DE JUSTIÇA DE IPORÁ;IPORÁ;;;;;;PROVIDA;Wessel Teles de Oliveira;;;INTERMEDIÁRIA;"2ª Vara, com exceção dos Feitos ambientais; consumidor e cidadão; fundações; controle externo da atividade policial";;;
211;.;2ª PROMOTORIA DE JUSTIÇA DE IPORÁ;IPORÁ;;;;;;PROVIDA;Sebastião Domingues Vargas Neto;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível, Criminal e da Infância e da Juventude), exceto execução penal, e defesa da infância e juventude, incluindo os trabalhos de visita e fiscalização em unidades de cumprimento de medidas socioeducativas de internação e de semiliberdade de adolescentes infratores; defesa do meio ambiente e da ordem urbanística;";;;
212;.;3ª PROMOTORIA DE JUSTIÇA DE IPORÁ;IPORÁ;;;;;;PROVIDA;Luís Gustavo Soares Alves;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; defesa do patrimônio público; oficiamento em todos os inquéritos policiais e processos referentes aos crimes dolosos contra a vida, incluindo as sessões do Tribunal do Júri; execução penal, abarcando as inspeções mensais e anuais a estabelecimentos prisionais.";;;Coordenador das PJs de Iporá
213;.;1ª PROMOTORIA DE JUSTIÇA DE ITABERAÍ;ITABERAÍ;;;;;;PROVIDA;Sérgio de Sousa Costa;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Cível, Família e Sucessões, das Fazendas Públicas e Registros Públicos, exceto em matéria de família e sucessões; atuação perante o Juizado Especial Criminal; defesa do meio ambiente e da ordem urbanística, do consumidor e do cidadão; e fiscalização das fundações;";;;
214;.;2ª PROMOTORIA DE JUSTIÇA DE ITABERAÍ;ITABERAÍ;;;;;;PROVIDA;Paulo Henrique Otoni;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Cível, Infância e da Juventude e Juizado Especial Cível; atuação em matéria de família e sucessões; defesa do patrimônio público, da educação e da infância e juventude;";;;Coordenador das PJs de Itaberaí
215;.;3ª PROMOTORIA DE JUSTIÇA DE ITABERAÍ;ITABERAÍ;;;;;;VAGA;** Sem Titular;;Sérgio De Sousa Costa*;INTERMEDIÁRIA;Atuação perante a Vara Criminal (Crime em geral, crimes dolosos contra a vida e Pres. do Tribunal do Júri - execução penal).;;;
216;.;1ª PROMOTORIA DE JUSTIÇA DE ITAPURANGA;ITAPURANGA;;;;;;PROVIDA;Danilo Elias Pereira;Assessor Jurídico- administrativo da PGJ, com prejuízo;Leonardo Martins Régis*;INTERMEDIÁRIA;Criminal, consumidor, cidadão e tutela da segurança pública. Estão compreendidos no âmbito da matéria criminal todos os processos criminais da comarca, a atuação perante o Tribunal do Júri, o Juizado Especial Criminal, a execução penal e o controle externo da atividade policial. A atuação na defesa do cidadão abrange a tutela dos interesses dos idosos, das pessoas com deficiência, do direito à saúde e o combate ao racismo e à discriminação racial;;;
217;.;2ª PROMOTORIA DE JUSTIÇA DE ITAPURANGA;ITAPURANGA;;;;;;PROVIDA;Felipe de Abreu Feres;;;INTERMEDIÁRIA;Cível, defesa da infância e juventude, meio ambiente, patrimônio público e probidade administrativa. Estão compreendidos no âmbito da matéria cível todos os processos cíveis, de família, o Juizado Especial Cível, e os referentes a registros públicos, fazenda pública, fundações e demais interesses difusos residuais.;;;
218;.;1ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Clayton Korb Jarczewski;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível e da Infância e Juventude); defesa da saúde, da educação e da infância e da juventude; fiscalização das fundações;";;;
219;.;2ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;José César Naves de Lima Júnior;;;INTERMEDIÁRIA;"Atuação perante o 1º e o 2º Juizados Especiais Cíveis e Criminais; atuação perante a 2ª Vara Criminal (Crimes dolosos contra a vida, Pres. do Tribunal do Júri e crimes em geral), exclusivamente nos crimes dolosos contra a vida;";;;
220;.;3ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Ana Paula Sousa Fernandes;;;INTERMEDIÁRIA;"Atuação perante a Vara de Fazendas Públicas e de Registros Públicos; defesa do patrimônio público, nas esferas cível e criminal;";;;Coordenadora das PJs de Itumbiara
221;.;4ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Giordane Alves Naves;;;INTERMEDIÁRIA;"Atuaçãoperante a 1ª Vara Criminal (Crimes em geral e execuções penais), exceto em matéria de execução penal e nos crimes relativos à violência doméstica e familiar contra a mulher;";;;
222;.;5ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Mônica Fachinelli da Silva;;;INTERMEDIÁRIA;"Atuação perante a Vara de Família e Sucessões; atuação perante a 1ª e 2ª Varas, em matérias cíveis não especializadas; defesa dos interesses dos idosos";;;
223;.;6ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Cláudio Prata Santos;;;INTERMEDIÁRIA;"Atuação em matéria de execução penal; defesa do consumidor e das pessoas com deficiência; defesa de direitos individuais indisponíveis, difusos e coletivos residuais;";;;
224;.;7ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;PROVIDA;Vinícius de Castro Borges;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal (Crimes dolosos contra a vida, Pres. Trib. do Júri e crimes em geral), exceto nos crimes dolosos contra a vida e nos crimes relativos à violência doméstica e familiar contra a mulher;";;;
225;.;8ª PROMOTORIA DE JUSTIÇA DE ITUMBIARA;ITUMBIARA;;;;;;VAGA;** Sem Titular;;Mônica Fachinelli Da Silva (Automática);INTERMEDIÁRIA;"Atuação nos crimes relativos à violência doméstica e familiar contra a mulher; defesa do meio ambiente e da ordem urbanística.";;;
226;.;1ª PROMOTORIA DE JUSTIÇA DE JARAGUÁ;JARAGUÁ;;;;;;PROVIDA;Giuliano da Silva Lima;;;INTERMEDIÁRIA;"Cível perante as 1ª e 2ª Varas, registros públicos, infância e juventude, consumidor, cidadão e meio ambiente;";;;Coordenador das PJs de Jaraguá
227;.;2ª PROMOTORIA DE JUSTIÇA DE JARAGUÁ;JARAGUÁ;;;;;;PROVIDA;Priscila Leão Tuma Oltramari;;;INTERMEDIÁRIA;"Criminal perante a 1ª Vara, execução penal, Juizado Especial Cível e Criminal, fundações, controle externo da atividade policial;";;;
228;.;3ª PROMOTORIA DE JUSTIÇA DE JARAGUÁ;JARAGUÁ;;;;;;PROVIDA;Felipe Oltramari;;;INTERMEDIÁRIA;"Criminal perante a 2ª Vara; atuação exclusiva nos crimes dolosos contra a vida, incluindo Tribunal do Júri, Patrimônio Público, Fazendas Públicas.";;;
229;.;1ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Rodrigo Correa Batista;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal, exceto nos crimes dolosos contra a vida;";;;
230;.;2ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;João Biffe Júnior;;;INTERMEDIÁRIA;"Atuação perante a 3ª e 4ª Varas Cíveis (Cível, Família e Sucessões) e junto aos Centros Judiciários de Solução de Conflitos e Cidadania (CEJUSC); fiscalização das fundações;";;;
231;.;3ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Gláucia Brito Freire Teixeira e Silva;;;INTERMEDIÁRIA;Atuação perante a 1ª Vara Criminal, exceto em matéria de execução penal;;;
232;.;4ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Marcelo Machado de Carvalho Miranda;Coord. CAO DH, com prejuízo;João Biffe Júnior (Eventual);INTERMEDIÁRIA;"Atuação perante a 2ª Vara Cível (Cível, das Fazendas Públicas, Registros Públicos e Ambiental); defesa da saúde, do meio ambiente e da ordem urbanística;";;;
233;.;5ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Fabrício Lamas Borges da Silva;;André Filipe Lopes Aguiar *;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; defesa do consumidor e do patrimônio público;";;;
234;.;6ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Lucas Otaviano da Silva;;;INTERMEDIÁRIA;"Atuação em matéria de execução penal e nos crimes dolosos contra a vida;";;;
235;.;7ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Patrícia Almeida Galvão Costa de Assis;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Cível (Cível, da Infância e Juventude); defesa da educação e da infância e juventude;";;;Coordenadora das PJs de Jataí
236;.;8ª PROMOTORIA DE JUSTIÇA DE JATAÍ;JATAÍ;;;;;;PROVIDA;Samuel Sales Fonteles;Doutorado;Wagner De Pina Cabral*;INTERMEDIÁRIA;"Atuação perante o Juizado de Violência Doméstica e Familiar contra a Mulher; controle externo da atividade policial; defesa do cidadão, exceto saúde.";;;
237;.;1ª PROMOTORIA DE JUSTIÇA DE JUSSARA;JUSSARA;;;;;;PROVIDA;Bernardo Morais Cavalcanti;;;INTERMEDIÁRIA;"Cível, família, fazenda pública e registros públicos, juizado especial cível e criminal, fundações, meio ambiente e cidadão;";;;
238;.;2ª PROMOTORIA DE JUSTIÇA DE JUSSARA;JUSSARA;;;;;;VAGA;** Sem Titular;;Edmilton Pereira Dos Santos *;INTERMEDIÁRIA;Criminal (inclusive execução penal), atuação perante o Tribunal do Júri, infância e juventude, consumidor, controle externo da atividade policial.;;;
239;.;1ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Nathália Botelho Portugal;;;INTERMEDIÁRIA;"Atuação perante o Juizado de Violência Doméstica e Familiar contra a Mulher e nas sessões de julgamento do Tribunal do Júri, concorrentemente com a 3ª, 6ª e 8ª Promotorias de Justiça; atuação extrajudicial e judicial na defesa do patrimônio público, no combate à corrupção e à improbidade administrativa, na esfera cível e criminal; controle externo da atividade policial nas delegacias vinculadas à violência doméstica;";;;
240;.;2ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Júlio Gonçalves Melo;;;INTERMEDIÁRIA;"Atuação perante o Juizado da Infância e Juventude, além da promoção de inquérito civil e ação civil pública para a proteção dos interesses difusos, coletivos e individuais indisponíveis respectivos, incluindo o controle externo da atividade policial nas delegacias que apurem ato infracional;";;;
241;.;3ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Ricardo Rangel de Andrade;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal, exclusivamente nos feitos relativos aos crimes dolosos contra a vida, e nas sessões de julgamento do Tribunal do Júri, concorrentemente com a 1ª, 6ª e 8ª Promotorias de Justiça; controle externo da atividade policial nas delegacias que apurem homicídios;";;;
242;.;4ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Jefferson Xavier de Souza Rocha;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara de Família e Sucessões e na 2ª Vara de Família e Sucessões;";;;
243;.;5ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Janaína Costa Vecchia de Castro;;;INTERMEDIÁRIA;"Atuação concorrente com a 9ª Promotoria de Justiça em matéria de competência da 2ª Vara Criminal, bem como no controle externo da atividade policial;";;;Coordenadora das PJs de Luziânia
244;.;6ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Julimar Alexandro da Silva;;;INTERMEDIÁRIA;"Atuação nas sessões de julgamento do Tribunal do Júri, concorrentemente com a 1ª, 3ª e 8ª Promotorias de Justiça; defesa do meio ambiente e urbanismo, abrangendo a atribuição para oficiar nos autos judiciais decorrentes de sua atuação;";;;
245;.;7ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Fernando Centeno Dutra;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal e na 1ª Vara Criminal, exclusivamente nos feitos relativos à execução penal, incluindo os trabalhos de visitas e inspeções aos estabelecimentos prisionais;";;;
246;.;8ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Denise Nóbrega Ferraz Neubauer;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Cível e da Fazenda Pública Estadual e na 2ª Vara Cível, da Fazenda Pública Municipal, de Registros Públicos e Ambiental; nas sessões de julgamento do Tribunal do Júri, concorrentemente com a 1ª, 3ª e 6ª Promotorias de Justiça; defesa do cidadão e do consumidor; fiscalização das fundações; visitas e inspeções às instituições de longa permanência e congêneres que abrigam idosos";;;
247;.;9ª PROMOTORIA DE JUSTIÇA DE LUZIÂNIA;LUZIÂNIA;;;;;;PROVIDA;Jean Cléber Cassiano Zamperlini;;;INTERMEDIÁRIA;Atuação concorrente com a 5ª Promotoria de Justiça em matéria de competência da 2ª Vara Criminal, bem como no controle externo da atividade policial.;;;
248;.;1ª PROMOTORIA DE JUSTIÇA DE MINAÇU;MINAÇU;;;;;;PROVIDA;Daniel Venuto Pereira;;;INTERMEDIÁRIA;"Patrimônio público e social, meio ambiente criminal;";;;
249;.;2ª PROMOTORIA DE JUSTIÇA DE MINAÇU;MINAÇU;;;;;;PROVIDA;Renato Teatini de Carvalho;;;INTERMEDIÁRIA;Patrimônio público e social, meio ambiente, infância e juventude, habilitação de casamentos, consumidor, fundações, cidadão, cível, fazendas públicas, juizados especiais, cíveis e criminais.;;;Coordenador das PJs de Minaçu
250;.;1ª PROMOTORIA DE JUSTIÇA DE MINEIROS;MINEIROS;;;;;;PROVIDA;Henrique Golin;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; atuação perante a Vara de Família, Sucessões e Cível; defesa do cidadão e dos interesses difusos e coletivos residuais;";;;
251;.;2ª PROMOTORIA DE JUSTIÇA DE MINEIROS;MINEIROS;;;;;;PROVIDA;João Marcos Ramos Andere;;;INTERMEDIÁRIA;"Defesa do patrimônio público na esfera cível e criminal; atuação perante a 2ª Vara Cível (Cível, Fazendas Públicas, Registros Públicos); atuação perante a Vara Criminal em matéria de violência doméstica e familiar contra a mulher; controle externo da atividade policial da Delegacia Especializada no Atendimento à Mulher - DEAM; fiscalização das fundações;";;;
252;.;3ª PROMOTORIA DE JUSTIÇA DE MINEIROS;MINEIROS;;;;;;PROVIDA;Leonardo de Oliveira Marchezini;;;INTERMEDIÁRIA;"Atuação perante a Vara Criminal, concorrentemente com a 5ª Promotoria de Justiça e, exclusivamente, nos crimes de competência do Tribunal do Júri; controle externo da atividade policial da Polícia Militar;";;;
253;.;4ª PROMOTORIA DE JUSTIÇA DE MINEIROS;MINEIROS;;;;;;VAGA;** Sem Titular;;Rodrigo Carvalho Marambaia *;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Cível e nas áreas da infância e juventude e educação; defesa do meio ambiente, da habitação e urbanismo e do patrimônio histórico e cultural; defesa do consumidor;";;;
254;.;5ª PROMOTORIA DE JUSTIÇA DE MINEIROS;MINEIROS;;;;;;PROVIDA;Renner Carvalho Pedroso;;;INTERMEDIÁRIA;"Atuação perante a Vara Criminal, concorrentemente com a 3ª Promotoria de Justiça e, exclusivamente, em matéria de execução penal; controle externo da atividade policial residual (exceto Polícia Militar e Delegacia Especializada no Atendimento à Mulher - DEAM).";;;Coordenador das PJs de Mineiros
255;.;1ª PROMOTORIA DE JUSTIÇA DE MORRINHOS;MORRINHOS;;;;;;PROVIDA;Nelson Vilela Costa;;;INTERMEDIÁRIA;"Atuação em matéria de família e sucessões, infância e juventude, educação e consumidor; atuação perante o Juizado Especial Cível e Criminal; atuação perante a 1ª Vara Judicial em matéria cível residual;";;;Coordenador das PJs de Morrinhos
256;.;2ª PROMOTORIA DE JUSTIÇA DE MORRINHOS;MORRINHOS;;;;;;PROVIDA;Guilherme Vicente de Oliveira;;;INTERMEDIÁRIA;"Atuação criminal perante a 2ª Vara Judicial, incluído o Tribunal do Júri; defesa do patrimônio público, cidadão, saúde, meio ambiente e urbanismo;";;;
257;.;3ª PROMOTORIA DE JUSTIÇA DE MORRINHOS;MORRINHOS;;;;;;PROVIDA;Jonisy Ferreira Figueiredo;;;INTERMEDIÁRIA;"Atuação criminal perante a 1ª Vara Judicial, inclusive em matéria de execução penal; Controle Externo da Atividade Policial; fiscalização de fundações; atuação perante a 2ª Vara Judicial em matéria das Fazendas Públicas, registros públicos e cível residual.";;;
258;.;1ª PROMOTORIA DE JUSTIÇA DE NIQUELÂNDIA;NIQUELÂNDIA;;;;;;PROVIDA;Pedro Alves Simões;;;INTERMEDIÁRIA;"Atuação perante a Vara Criminal (crime em geral, crimes dolosos contra a vida e Pres. do Tribunal do Juri - Execução Penal e Infância e Juventude Infracional) e Juizado Especial Criminal, exceto em matéria de execução penal; atuação em matéria de infância e juventude, especificamente quanto a atos infracionais, incluindo visitas e inspeções de instituições de internação e de semiliberdade de adolescentes infratores; exercício do controle externo da atividade policial; defesa do consumidor, bem como de outros interesses coletivos lato sensu e individuais indisponíveis residuais;";;;Coordenador das PJs de Niquelândia
259;.;2ª PROMOTORIA DE JUSTIÇA DE NIQUELÂNDIA;NIQUELÂNDIA;;;;;;VAGA;** Sem Titular;;Gabriel Mariano Dos Santos *;INTERMEDIÁRIA;"Atuação perante a Vara Cível e Juizado Especial Cível; atuação perante a Vara Criminal, exclusivamente em matéria de execução penal; atuação perante a Vara de Família, Sucessões, da Infância e Juventude Cível e das Fazendas Públicas e Registro Público; atuação na defesa do patrimônio público, do meio ambiente e da ordem urbanística; atuação em matéria cível da infância e juventude, incluindo os trabalhos de visitas e inspeções a estabelecimentos de acolhimento institucional de crianças e adolescentes; atuação na defesa dos interesses dos idosos e das pessoas com deficiência, incluindo a fiscalização de instituições de longa permanência e congêneres, do direito à saúde, do direito à educação, do combate ao racismo e à discriminação racial; fiscalização das fundações.";;;
260;.;1ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;PROVIDA;Cláudia Gomes;;;INTERMEDIÁRIA;"Atuação perante os Juizados Especiais Cível e Criminal; atuação perante a 2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental); defesa do meio ambiente, do patrimônio histórico e cultural e da ordem urbanística; defesa do consumidor; fiscalização das fundações;";;;
261;.;2ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;PROVIDA;Vanessa Goulart Barbosa;Coord. CAO Educação;Josiane Correa Pires Negretto *;INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível, de Família, Sucessões, da Infância e Juventude), exceto em matéria da infância e juventude; defesa do cidadão, inclusive da educação;";;;
262;.;3ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;PROVIDA;Patrícia Otoni Pereira;;;INTERMEDIÁRIA;Atuação perante a 2ª Vara Criminal (crimes em geral e crimes envolvendo violência doméstica - Lei n. 11.340/06);;;Coordenadora das PJs de Novo Gama
263;.;4ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;PROVIDA;Tarsila Costa Guimarães;Outra função de execução;Tâmara Cordeiro Polo Mendes*;INTERMEDIÁRIA;"Atuação na área da infância e juventude, defesa do patrimônio público;";;;
264;.;5ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;PROVIDA;Josiane Correa Pires Negretto;;;INTERMEDIÁRIA;"""Atuação perante a 1ª Vara Criminal (Crimes em Geral, Crimes Dolosos Contra a Vida e Execução Penal), incluindo as visitas de inspeção aos estabelecimentos prisionais; atuação no controle externo da atividade policial.""""""";;;
265;.;6ª PROMOTORIA DE JUSTIÇA DE NOVO GAMA;NOVO GAMA;;;;;;VAGA;** Sem Titular;;;INTERMEDIÁRIA;** Ainda não definida pelo Colégio de Procuradores de Justiça.;;;
266;.;PROMOTORIA DE JUSTIÇA DE PALMEIRAS DE GOIÁS;PALMEIRAS DE GOIÁS;;;;;;PROVIDA;Eduardo Silva Prego;;;INTERMEDIÁRIA;Plena.;;;
267;.;1ª PROMOTORIA DE JUSTIÇA DE PIRENÓPOLIS;PIRENÓPOLIS;;;;;;PROVIDA;Bernardo Boclin Borges;;;INTERMEDIÁRIA;Criminal, consumidor e cidadão;;;Coordenador das PJs de Pirenópolis
268;.;2ª PROMOTORIA DE JUSTIÇA DE PIRENÓPOLIS;PIRENÓPOLIS;;;;;;VAGA;** Sem Titular;;Bernardo Boclin Borges (Automático);INTERMEDIÁRIA;Cível, infância e juventude, meio ambiente e patrimônio público.;;;
269;.;1ª PROMOTORIA DE JUSTIÇA DE PIRES DO RIO;PIRES DO RIO;;;;;;PROVIDA;Marcelo Borges Amaral;Outra função de execução;Alexandre Henrique Moura Chupel *;INTERMEDIÁRIA;"Criminal, incluindo os crimes dolosos contra a vida e as sessões de julgamento do Tribunal do Júri, execução penal e controle externo da atividade policial, fundações, Juizados Especiais Cível e Criminal, meio ambiente e consumidor;";;;
270;.;2ª PROMOTORIA DE JUSTIÇA DE PIRES DO RIO;PIRES DO RIO;;;;;;PROVIDA;Fabrício Roriz Hipólito;;;INTERMEDIÁRIA;Cível, incluindo família, sucessões, casamento, registros públicos e fazendas públicas, infância e juventude, patrimônio público e cidadão, incluindo defesa dos idosos, pessoas com deficiência, saúde, educação, combate ao racismo e à discriminação racial, e demais interesses coletivos lato sensu residuais.;;;
271;.;1ª PROMOTORIA DE JUSTIÇA DE PLANALTINA;PLANALTINA;;;;;;PROVIDA;Ludmila Ferreira Pires de Resende;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude), à exceção de matéria da infância e juventude; atuação perante a 2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental), à exceção de matéria ambiental; defesa do cidadão, à exceção da área da saúde, extrajudicial e judicialmente; fundações;";;;
272;.;2ª PROMOTORIA DE JUSTIÇA DE PLANALTINA;PLANALTINA;;;;;;PROVIDA;Michelle Martins Moura;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica - Lei n. 11.340/06), à exceção do plenário do Tribunal do Júri, de execução penal e dos crimes envolvendo violência doméstica e familiar contra a mulher; defesa do meio ambiente, do consumidor e da área da saúde, extrajudicial e judicialmente";;;
273;.;3ª PROMOTORIA DE JUSTIÇA DE PLANALTINA;PLANALTINA;;;;;;PROVIDA;Lucrécia Cristina Guimarães Rossi;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; atuação perante a 1ª Vara (Cível, de Família, Sucessões e da Infância e da Juventude), exclusivamente em matéria de infância e juventude; atuação perante a 1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica - Lei n. 11.340/06), exclusivamente em matéria de execução penal; defesa da infância, juventude e educação, bem como na área da saúde da infância e juventude, extrajudicial e judicialmente;";;;
274;.;4ª PROMOTORIA DE JUSTIÇA DE PLANALTINA;PLANALTINA;Fórum de Planaltina, Planaltina, GO;;4planaltina@mpgo.mp.br;"(61) 3637 3684 ; (61) 3637-4536";(61) 99119 6220;PROVIDA;Rafael Simonetti Bueno da Silva;Coordenador da Procuradoria de Justiça Especializada em Crimes Praticados por Prefeitos;Gabriela Starling Jorge Vieira De Mello*;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica - Lei n. 11.340/06), exclusivamente no plenário do Tribunal do Júri e recursos decorrentes; atuação na defesa do patrimônio público, cível e criminal, bem como nos crimes contra a administração pública, extrajudicial e judicialmente; controle externo da atividade policial, concorrentemente com a 5ª Promotoria de Justiça;";;;
275;.;5ª PROMOTORIA DE JUSTIÇA DE PLANALTINA;PLANALTINA;;;;;;PROVIDA;Asdear Salinas Macias;;;INTERMEDIÁRIA;"""Atuação perante a 1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica - Lei n. 11.340/06), exclusivamente nos crimes envolvendo violência doméstica e familiar contra a mulher; atuação perante a 2ª Vara Criminal (crimes em geral e precatórias criminais); controle externo da atividade policial, concorrentemente com a 4ª Promotoria de Justiça.""""""";;;Coordenador das PJs de Planaltina
276;.;1ª PROMOTORIA DE JUSTIÇA DE PORANGATU;PORANGATU;;;;;;PROVIDA;Wilson Nunes Lúcio;;;INTERMEDIÁRIA;"Cível, criminal, nos processos distribuídos à 1ª Vara, inclusive nos feitos relativos à infância e juventude, Juizado Especial Cível e Criminal, área difusa da infância e juventude, controle externo da atividade policial;";;;Coordenador das PJs de Porangatu
277;.;2ª PROMOTORIA DE JUSTIÇA DE PORANGATU;PORANGATU;;;;;;PROVIDA;Rafael Correa Costa;;;INTERMEDIÁRIA;Cível e criminal, nos processos distribuídos à 2ª Vara, inclusive relativos às fazendas públicas, registros públicos, fundações, habilitação de casamento, consumidor, cidadania, meio ambiente e urbanismo, patrimônio público e outros interesses difusos e coletivos.;;;
278;.;1ª PROMOTORIA DE JUSTIÇA DE POSSE;POSSE;;;;;;PROVIDA;Frederico Ramos Machado;;;INTERMEDIÁRIA;"Cível, infância e juventude, meio ambiente, patrimônio público e probidade administrativa. Estão compreendidos no âmbito da matéria cível todos os processos cíveis, de família, Juizado Especial Cível, registros públicos, fazenda pública, fundações e demais interesses difusos residuais;";;;
